id,Predicción
250141,No Fumador
250142,Fumador
250143,No Fumador
250144,Fumador
250145,Fumador
250146,Fumador
250147,No Fumador
250148,No Fumador
250149,Fumador
250150,No Fumador
250151,Fumador
250152,No Fumador
250153,Fumador
250154,No Fumador
250155,Fumador
250156,No Fumador
250157,No Fumador
250158,No Fumador
250159,Fumador
250160,Fumador
250161,No Fumador
250162,No Fumador
250163,No Fumador
250164,No Fumador
250165,Fumador
250166,Fumador
250167,Fumador
250168,No Fumador
250169,No Fumador
250170,No Fumador
250171,No Fumador
250172,Fumador
250173,No Fumador
250174,No Fumador
250175,Fumador
250176,No Fumador
250177,No Fumador
250178,No Fumador
250179,No Fumador
250180,No Fumador
250181,No Fumador
250182,Fumador
250183,Fumador
250184,Fumador
250185,No Fumador
250186,Fumador
250187,Fumador
250188,No Fumador
250189,No Fumador
250190,Fumador
250191,No Fumador
250192,No Fumador
250193,No Fumador
250194,Fumador
250195,No Fumador
250196,No Fumador
250197,Fumador
250198,Fumador
250199,No Fumador
250200,No Fumador
250201,Fumador
250202,No Fumador
250203,No Fumador
250204,No Fumador
250205,No Fumador
250206,No Fumador
250207,No Fumador
250208,No Fumador
250209,No Fumador
250210,No Fumador
250211,No Fumador
250212,Fumador
250213,No Fumador
250214,No Fumador
250215,Fumador
250216,Fumador
250217,No Fumador
250218,No Fumador
250219,No Fumador
250220,No Fumador
250221,No Fumador
250222,No Fumador
250223,No Fumador
250224,No Fumador
250225,Fumador
250226,Fumador
250227,No Fumador
250228,Fumador
250229,No Fumador
250230,No Fumador
250231,Fumador
250232,Fumador
250233,No Fumador
250234,Fumador
250235,No Fumador
250236,No Fumador
250237,Fumador
250238,No Fumador
250239,No Fumador
250240,Fumador
250241,Fumador
250242,Fumador
250243,No Fumador
250244,No Fumador
250245,No Fumador
250246,Fumador
250247,Fumador
250248,No Fumador
250249,No Fumador
250250,No Fumador
250251,Fumador
250252,No Fumador
250253,Fumador
250254,Fumador
250255,No Fumador
250256,Fumador
250257,Fumador
250258,No Fumador
250259,No Fumador
250260,Fumador
250261,No Fumador
250262,Fumador
250263,No Fumador
250264,No Fumador
250265,Fumador
250266,No Fumador
250267,Fumador
250268,No Fumador
250269,No Fumador
250270,No Fumador
250271,No Fumador
250272,Fumador
250273,No Fumador
250274,No Fumador
250275,No Fumador
250276,No Fumador
250277,No Fumador
250278,Fumador
250279,No Fumador
250280,Fumador
250281,Fumador
250282,Fumador
250283,No Fumador
250284,No Fumador
250285,Fumador
250286,No Fumador
250287,No Fumador
250288,No Fumador
250289,Fumador
250290,No Fumador
250291,No Fumador
250292,No Fumador
250293,Fumador
250294,No Fumador
250295,No Fumador
250296,No Fumador
250297,No Fumador
250298,No Fumador
250299,Fumador
250300,Fumador
250301,Fumador
250302,No Fumador
250303,No Fumador
250304,No Fumador
250305,Fumador
250306,Fumador
250307,No Fumador
250308,Fumador
250309,No Fumador
250310,Fumador
250311,Fumador
250312,Fumador
250313,Fumador
250314,No Fumador
250315,No Fumador
250316,Fumador
250317,No Fumador
250318,Fumador
250319,No Fumador
250320,No Fumador
250321,Fumador
250322,No Fumador
250323,No Fumador
250324,No Fumador
250325,No Fumador
250326,No Fumador
250327,No Fumador
250328,Fumador
250329,No Fumador
250330,Fumador
250331,Fumador
250332,No Fumador
250333,No Fumador
250334,No Fumador
250335,Fumador
250336,No Fumador
250337,No Fumador
250338,No Fumador
250339,Fumador
250340,No Fumador
250341,No Fumador
250342,No Fumador
250343,Fumador
250344,Fumador
250345,Fumador
250346,Fumador
250347,Fumador
250348,No Fumador
250349,Fumador
250350,No Fumador
250351,No Fumador
250352,Fumador
250353,Fumador
250354,No Fumador
250355,Fumador
250356,No Fumador
250357,No Fumador
250358,No Fumador
250359,No Fumador
250360,No Fumador
250361,No Fumador
250362,Fumador
250363,No Fumador
250364,Fumador
250365,Fumador
250366,Fumador
250367,No Fumador
250368,No Fumador
250369,Fumador
250370,Fumador
250371,No Fumador
250372,No Fumador
250373,No Fumador
250374,No Fumador
250375,No Fumador
250376,Fumador
250377,No Fumador
250378,No Fumador
250379,Fumador
250380,No Fumador
250381,No Fumador
250382,No Fumador
250383,No Fumador
250384,Fumador
250385,No Fumador
250386,No Fumador
250387,No Fumador
250388,No Fumador
250389,Fumador
250390,Fumador
250391,No Fumador
250392,No Fumador
250393,No Fumador
250394,No Fumador
250395,No Fumador
250396,No Fumador
250397,Fumador
250398,No Fumador
250399,Fumador
250400,No Fumador
250401,No Fumador
250402,No Fumador
250403,No Fumador
250404,No Fumador
250405,No Fumador
250406,No Fumador
250407,No Fumador
250408,No Fumador
250409,Fumador
250410,No Fumador
250411,Fumador
250412,Fumador
250413,No Fumador
250414,Fumador
250415,Fumador
250416,Fumador
250417,No Fumador
250418,Fumador
250419,Fumador
250420,No Fumador
250421,No Fumador
250422,No Fumador
250423,No Fumador
250424,Fumador
250425,No Fumador
250426,No Fumador
250427,Fumador
250428,Fumador
250429,No Fumador
250430,No Fumador
250431,No Fumador
250432,No Fumador
250433,No Fumador
250434,No Fumador
250435,Fumador
250436,No Fumador
250437,No Fumador
250438,No Fumador
250439,No Fumador
250440,No Fumador
250441,No Fumador
250442,Fumador
250443,Fumador
250444,No Fumador
250445,No Fumador
250446,No Fumador
250447,Fumador
250448,Fumador
250449,Fumador
250450,No Fumador
250451,Fumador
250452,No Fumador
250453,Fumador
250454,No Fumador
250455,Fumador
250456,No Fumador
250457,No Fumador
250458,Fumador
250459,No Fumador
250460,Fumador
250461,No Fumador
250462,No Fumador
250463,Fumador
250464,Fumador
250465,No Fumador
250466,No Fumador
250467,No Fumador
250468,Fumador
250469,Fumador
250470,Fumador
250471,No Fumador
250472,No Fumador
250473,Fumador
250474,Fumador
250475,No Fumador
250476,No Fumador
250477,Fumador
250478,Fumador
250479,Fumador
250480,Fumador
250481,Fumador
250482,No Fumador
250483,No Fumador
250484,No Fumador
250485,Fumador
250486,No Fumador
250487,No Fumador
250488,No Fumador
250489,Fumador
250490,Fumador
250491,Fumador
250492,Fumador
250493,No Fumador
250494,Fumador
250495,Fumador
250496,Fumador
250497,No Fumador
250498,No Fumador
250499,No Fumador
250500,No Fumador
250501,Fumador
250502,No Fumador
250503,No Fumador
250504,No Fumador
250505,Fumador
250506,No Fumador
250507,No Fumador
250508,Fumador
250509,Fumador
250510,No Fumador
250511,No Fumador
250512,No Fumador
250513,Fumador
250514,No Fumador
250515,Fumador
250516,Fumador
250517,Fumador
250518,No Fumador
250519,No Fumador
250520,No Fumador
250521,No Fumador
250522,No Fumador
250523,No Fumador
250524,No Fumador
250525,No Fumador
250526,No Fumador
250527,No Fumador
250528,No Fumador
250529,No Fumador
250530,No Fumador
250531,No Fumador
250532,No Fumador
250533,Fumador
250534,No Fumador
250535,No Fumador
250536,Fumador
250537,No Fumador
250538,No Fumador
250539,No Fumador
250540,No Fumador
250541,No Fumador
250542,Fumador
250543,No Fumador
250544,No Fumador
250545,No Fumador
250546,No Fumador
250547,No Fumador
250548,No Fumador
250549,No Fumador
250550,No Fumador
250551,Fumador
250552,No Fumador
250553,No Fumador
250554,No Fumador
250555,No Fumador
250556,No Fumador
250557,Fumador
250558,Fumador
250559,No Fumador
250560,No Fumador
250561,No Fumador
250562,Fumador
250563,No Fumador
250564,Fumador
250565,No Fumador
250566,Fumador
250567,No Fumador
250568,Fumador
250569,No Fumador
250570,No Fumador
250571,Fumador
250572,Fumador
250573,Fumador
250574,Fumador
250575,No Fumador
250576,Fumador
250577,Fumador
250578,No Fumador
250579,No Fumador
250580,No Fumador
250581,No Fumador
250582,No Fumador
250583,No Fumador
250584,No Fumador
250585,Fumador
250586,No Fumador
250587,No Fumador
250588,No Fumador
250589,Fumador
250590,Fumador
250591,Fumador
250592,No Fumador
250593,No Fumador
250594,No Fumador
250595,No Fumador
250596,No Fumador
250597,No Fumador
250598,No Fumador
250599,No Fumador
250600,No Fumador
250601,Fumador
250602,Fumador
250603,No Fumador
250604,No Fumador
250605,No Fumador
250606,Fumador
250607,Fumador
250608,Fumador
250609,No Fumador
250610,No Fumador
250611,No Fumador
250612,Fumador
250613,No Fumador
250614,No Fumador
250615,No Fumador
250616,No Fumador
250617,Fumador
250618,Fumador
250619,No Fumador
250620,No Fumador
250621,Fumador
250622,No Fumador
250623,No Fumador
250624,Fumador
250625,No Fumador
250626,No Fumador
250627,No Fumador
250628,No Fumador
250629,No Fumador
250630,No Fumador
250631,No Fumador
250632,Fumador
250633,Fumador
250634,No Fumador
250635,Fumador
250636,Fumador
250637,No Fumador
250638,Fumador
250639,Fumador
250640,No Fumador
250641,No Fumador
250642,No Fumador
250643,No Fumador
250644,Fumador
250645,Fumador
250646,No Fumador
250647,No Fumador
250648,No Fumador
250649,No Fumador
250650,No Fumador
250651,No Fumador
250652,Fumador
250653,No Fumador
250654,Fumador
250655,No Fumador
250656,No Fumador
250657,Fumador
250658,Fumador
250659,No Fumador
250660,Fumador
250661,No Fumador
250662,Fumador
250663,No Fumador
250664,No Fumador
250665,No Fumador
250666,Fumador
250667,No Fumador
250668,No Fumador
250669,No Fumador
250670,No Fumador
250671,No Fumador
250672,No Fumador
250673,No Fumador
250674,No Fumador
250675,No Fumador
250676,No Fumador
250677,No Fumador
250678,No Fumador
250679,No Fumador
250680,Fumador
250681,No Fumador
250682,No Fumador
250683,Fumador
250684,No Fumador
250685,Fumador
250686,No Fumador
250687,No Fumador
250688,No Fumador
250689,No Fumador
250690,No Fumador
250691,No Fumador
250692,Fumador
250693,No Fumador
250694,No Fumador
250695,Fumador
250696,Fumador
250697,No Fumador
250698,Fumador
250699,No Fumador
250700,Fumador
250701,Fumador
250702,No Fumador
250703,Fumador
250704,No Fumador
250705,No Fumador
250706,No Fumador
250707,No Fumador
250708,No Fumador
250709,No Fumador
250710,No Fumador
250711,No Fumador
250712,No Fumador
250713,Fumador
250714,Fumador
250715,No Fumador
250716,No Fumador
250717,Fumador
250718,No Fumador
250719,No Fumador
250720,Fumador
250721,Fumador
250722,Fumador
250723,No Fumador
250724,Fumador
250725,No Fumador
250726,Fumador
250727,No Fumador
250728,No Fumador
250729,No Fumador
250730,No Fumador
250731,Fumador
250732,Fumador
250733,Fumador
250734,No Fumador
250735,Fumador
250736,Fumador
250737,Fumador
250738,Fumador
250739,Fumador
250740,No Fumador
250741,Fumador
250742,No Fumador
250743,No Fumador
250744,No Fumador
250745,Fumador
250746,No Fumador
250747,Fumador
250748,Fumador
250749,Fumador
250750,Fumador
250751,No Fumador
250752,Fumador
250753,No Fumador
250754,No Fumador
250755,No Fumador
250756,Fumador
250757,Fumador
250758,Fumador
250759,No Fumador
250760,No Fumador
250761,Fumador
250762,No Fumador
250763,No Fumador
250764,Fumador
250765,No Fumador
250766,No Fumador
250767,Fumador
250768,No Fumador
250769,Fumador
250770,No Fumador
250771,No Fumador
250772,No Fumador
250773,No Fumador
250774,No Fumador
250775,No Fumador
250776,Fumador
250777,No Fumador
250778,No Fumador
250779,No Fumador
250780,No Fumador
250781,No Fumador
250782,No Fumador
250783,No Fumador
250784,Fumador
250785,Fumador
250786,No Fumador
250787,Fumador
250788,No Fumador
250789,No Fumador
250790,No Fumador
250791,No Fumador
250792,No Fumador
250793,No Fumador
250794,No Fumador
250795,Fumador
250796,No Fumador
250797,Fumador
250798,No Fumador
250799,No Fumador
250800,No Fumador
250801,Fumador
250802,Fumador
250803,No Fumador
250804,No Fumador
250805,No Fumador
250806,Fumador
250807,No Fumador
250808,No Fumador
250809,Fumador
250810,Fumador
250811,No Fumador
250812,No Fumador
250813,No Fumador
250814,No Fumador
250815,No Fumador
250816,Fumador
250817,No Fumador
250818,No Fumador
250819,No Fumador
250820,No Fumador
250821,No Fumador
250822,No Fumador
250823,No Fumador
250824,No Fumador
250825,No Fumador
250826,No Fumador
250827,Fumador
250828,No Fumador
250829,Fumador
250830,No Fumador
250831,No Fumador
250832,Fumador
250833,No Fumador
250834,No Fumador
250835,No Fumador
250836,No Fumador
250837,Fumador
250838,Fumador
250839,No Fumador
250840,No Fumador
250841,No Fumador
250842,No Fumador
250843,No Fumador
250844,No Fumador
250845,No Fumador
250846,No Fumador
250847,No Fumador
250848,Fumador
250849,Fumador
250850,No Fumador
250851,No Fumador
250852,Fumador
250853,Fumador
250854,Fumador
250855,Fumador
250856,Fumador
250857,No Fumador
250858,No Fumador
250859,No Fumador
250860,No Fumador
250861,No Fumador
250862,No Fumador
250863,No Fumador
250864,No Fumador
250865,No Fumador
250866,Fumador
250867,No Fumador
250868,No Fumador
250869,No Fumador
250870,No Fumador
250871,Fumador
250872,Fumador
250873,No Fumador
250874,No Fumador
250875,Fumador
250876,Fumador
250877,No Fumador
250878,Fumador
250879,No Fumador
250880,Fumador
250881,Fumador
250882,No Fumador
250883,No Fumador
250884,Fumador
250885,Fumador
250886,No Fumador
250887,Fumador
250888,No Fumador
250889,No Fumador
250890,No Fumador
250891,Fumador
250892,No Fumador
250893,Fumador
250894,No Fumador
250895,No Fumador
250896,No Fumador
250897,No Fumador
250898,No Fumador
250899,Fumador
250900,Fumador
250901,Fumador
250902,No Fumador
250903,Fumador
250904,No Fumador
250905,No Fumador
250906,No Fumador
250907,No Fumador
250908,No Fumador
250909,Fumador
250910,Fumador
250911,No Fumador
250912,No Fumador
250913,No Fumador
250914,Fumador
250915,Fumador
250916,Fumador
250917,Fumador
250918,No Fumador
250919,No Fumador
250920,Fumador
250921,No Fumador
250922,No Fumador
250923,No Fumador
250924,No Fumador
250925,No Fumador
250926,No Fumador
250927,No Fumador
250928,Fumador
250929,Fumador
250930,No Fumador
250931,No Fumador
250932,Fumador
250933,Fumador
250934,Fumador
250935,Fumador
250936,No Fumador
250937,No Fumador
250938,Fumador
250939,No Fumador
250940,Fumador
250941,No Fumador
250942,Fumador
250943,Fumador
250944,No Fumador
250945,Fumador
250946,No Fumador
250947,Fumador
250948,No Fumador
250949,Fumador
250950,No Fumador
250951,Fumador
250952,Fumador
250953,No Fumador
250954,Fumador
250955,No Fumador
250956,No Fumador
250957,Fumador
250958,Fumador
250959,No Fumador
250960,Fumador
250961,No Fumador
250962,No Fumador
250963,No Fumador
250964,No Fumador
250965,No Fumador
250966,Fumador
250967,No Fumador
250968,Fumador
250969,Fumador
250970,No Fumador
250971,No Fumador
250972,Fumador
250973,No Fumador
250974,Fumador
250975,No Fumador
250976,No Fumador
250977,No Fumador
250978,No Fumador
250979,Fumador
250980,No Fumador
250981,No Fumador
250982,No Fumador
250983,No Fumador
250984,No Fumador
250985,No Fumador
250986,Fumador
250987,No Fumador
250988,Fumador
250989,No Fumador
250990,No Fumador
250991,No Fumador
250992,No Fumador
250993,No Fumador
250994,No Fumador
250995,No Fumador
250996,No Fumador
250997,No Fumador
250998,No Fumador
250999,No Fumador
251000,No Fumador
251001,Fumador
251002,No Fumador
251003,No Fumador
251004,Fumador
251005,Fumador
251006,No Fumador
251007,No Fumador
251008,No Fumador
251009,No Fumador
251010,Fumador
251011,Fumador
251012,No Fumador
251013,No Fumador
251014,No Fumador
251015,Fumador
251016,Fumador
251017,No Fumador
251018,No Fumador
251019,Fumador
251020,Fumador
251021,No Fumador
251022,Fumador
251023,Fumador
251024,Fumador
251025,No Fumador
251026,Fumador
251027,Fumador
251028,No Fumador
251029,No Fumador
251030,No Fumador
251031,No Fumador
251032,No Fumador
251033,Fumador
251034,Fumador
251035,No Fumador
251036,No Fumador
251037,Fumador
251038,No Fumador
251039,Fumador
251040,Fumador
251041,Fumador
251042,No Fumador
251043,Fumador
251044,Fumador
251045,No Fumador
251046,No Fumador
251047,No Fumador
251048,No Fumador
251049,Fumador
251050,No Fumador
251051,Fumador
251052,Fumador
251053,No Fumador
251054,No Fumador
251055,Fumador
251056,Fumador
251057,No Fumador
251058,Fumador
251059,No Fumador
251060,No Fumador
251061,No Fumador
251062,No Fumador
251063,No Fumador
251064,No Fumador
251065,Fumador
251066,No Fumador
251067,No Fumador
251068,No Fumador
251069,No Fumador
251070,No Fumador
251071,Fumador
251072,No Fumador
251073,No Fumador
251074,No Fumador
251075,Fumador
251076,No Fumador
251077,Fumador
251078,No Fumador
251079,No Fumador
251080,No Fumador
251081,No Fumador
251082,Fumador
251083,No Fumador
251084,No Fumador
251085,No Fumador
251086,No Fumador
251087,No Fumador
251088,No Fumador
251089,No Fumador
251090,No Fumador
251091,No Fumador
251092,No Fumador
251093,No Fumador
251094,No Fumador
251095,No Fumador
251096,No Fumador
251097,No Fumador
251098,No Fumador
251099,No Fumador
251100,Fumador
251101,No Fumador
251102,No Fumador
251103,No Fumador
251104,Fumador
251105,No Fumador
251106,Fumador
251107,No Fumador
251108,Fumador
251109,Fumador
251110,Fumador
251111,No Fumador
251112,No Fumador
251113,Fumador
251114,No Fumador
251115,No Fumador
251116,No Fumador
251117,No Fumador
251118,No Fumador
251119,No Fumador
251120,No Fumador
251121,No Fumador
251122,No Fumador
251123,No Fumador
251124,No Fumador
251125,No Fumador
251126,No Fumador
251127,No Fumador
251128,No Fumador
251129,No Fumador
251130,No Fumador
251131,No Fumador
251132,Fumador
251133,No Fumador
251134,Fumador
251135,Fumador
251136,No Fumador
251137,No Fumador
251138,No Fumador
251139,Fumador
251140,No Fumador
251141,No Fumador
251142,No Fumador
251143,No Fumador
251144,No Fumador
251145,Fumador
251146,Fumador
251147,Fumador
251148,Fumador
251149,No Fumador
251150,No Fumador
251151,Fumador
251152,No Fumador
251153,Fumador
251154,No Fumador
251155,No Fumador
251156,No Fumador
251157,No Fumador
251158,No Fumador
251159,Fumador
251160,Fumador
251161,No Fumador
251162,Fumador
251163,No Fumador
251164,Fumador
251165,Fumador
251166,Fumador
251167,No Fumador
251168,No Fumador
251169,No Fumador
251170,No Fumador
251171,No Fumador
251172,No Fumador
251173,Fumador
251174,No Fumador
251175,No Fumador
251176,Fumador
251177,Fumador
251178,No Fumador
251179,Fumador
251180,No Fumador
251181,No Fumador
251182,No Fumador
251183,No Fumador
251184,Fumador
251185,No Fumador
251186,Fumador
251187,No Fumador
251188,Fumador
251189,Fumador
251190,No Fumador
251191,Fumador
251192,No Fumador
251193,No Fumador
251194,Fumador
251195,No Fumador
251196,No Fumador
251197,Fumador
251198,No Fumador
251199,Fumador
251200,No Fumador
251201,No Fumador
251202,Fumador
251203,No Fumador
251204,Fumador
251205,No Fumador
251206,Fumador
251207,No Fumador
251208,No Fumador
251209,No Fumador
251210,Fumador
251211,No Fumador
251212,No Fumador
251213,No Fumador
251214,No Fumador
251215,Fumador
251216,Fumador
251217,No Fumador
251218,No Fumador
251219,Fumador
251220,No Fumador
251221,No Fumador
251222,No Fumador
251223,No Fumador
251224,Fumador
251225,No Fumador
251226,No Fumador
251227,No Fumador
251228,No Fumador
251229,No Fumador
251230,Fumador
251231,Fumador
251232,No Fumador
251233,No Fumador
251234,Fumador
251235,Fumador
251236,No Fumador
251237,Fumador
251238,Fumador
251239,Fumador
251240,No Fumador
251241,No Fumador
251242,Fumador
251243,No Fumador
251244,No Fumador
251245,No Fumador
251246,No Fumador
251247,No Fumador
251248,No Fumador
251249,Fumador
251250,No Fumador
251251,No Fumador
251252,No Fumador
251253,Fumador
251254,No Fumador
251255,No Fumador
251256,Fumador
251257,No Fumador
251258,Fumador
251259,No Fumador
251260,No Fumador
251261,Fumador
251262,Fumador
251263,Fumador
251264,Fumador
251265,No Fumador
251266,Fumador
251267,Fumador
251268,No Fumador
251269,No Fumador
251270,No Fumador
251271,No Fumador
251272,No Fumador
251273,Fumador
251274,Fumador
251275,No Fumador
251276,No Fumador
251277,No Fumador
251278,No Fumador
251279,No Fumador
251280,Fumador
251281,No Fumador
251282,Fumador
251283,No Fumador
251284,Fumador
251285,No Fumador
251286,Fumador
251287,Fumador
251288,Fumador
251289,No Fumador
251290,Fumador
251291,Fumador
251292,Fumador
251293,Fumador
251294,No Fumador
251295,No Fumador
251296,No Fumador
251297,Fumador
251298,No Fumador
251299,No Fumador
251300,Fumador
251301,Fumador
251302,Fumador
251303,Fumador
251304,Fumador
251305,Fumador
251306,No Fumador
251307,No Fumador
251308,No Fumador
251309,No Fumador
251310,Fumador
251311,Fumador
251312,No Fumador
251313,Fumador
251314,Fumador
251315,No Fumador
251316,No Fumador
251317,No Fumador
251318,Fumador
251319,No Fumador
251320,Fumador
251321,Fumador
251322,Fumador
251323,Fumador
251324,Fumador
251325,No Fumador
251326,No Fumador
251327,No Fumador
251328,No Fumador
251329,No Fumador
251330,Fumador
251331,No Fumador
251332,Fumador
251333,No Fumador
251334,No Fumador
251335,No Fumador
251336,No Fumador
251337,No Fumador
251338,No Fumador
251339,No Fumador
251340,No Fumador
251341,No Fumador
251342,No Fumador
251343,No Fumador
251344,No Fumador
251345,Fumador
251346,Fumador
251347,No Fumador
251348,No Fumador
251349,No Fumador
251350,No Fumador
251351,No Fumador
251352,Fumador
251353,No Fumador
251354,Fumador
251355,No Fumador
251356,No Fumador
251357,No Fumador
251358,Fumador
251359,Fumador
251360,No Fumador
251361,No Fumador
251362,Fumador
251363,Fumador
251364,No Fumador
251365,No Fumador
251366,Fumador
251367,Fumador
251368,Fumador
251369,Fumador
251370,No Fumador
251371,No Fumador
251372,No Fumador
251373,Fumador
251374,No Fumador
251375,No Fumador
251376,No Fumador
251377,No Fumador
251378,No Fumador
251379,Fumador
251380,No Fumador
251381,No Fumador
251382,Fumador
251383,Fumador
251384,No Fumador
251385,Fumador
251386,No Fumador
251387,No Fumador
251388,Fumador
251389,No Fumador
251390,Fumador
251391,No Fumador
251392,No Fumador
251393,No Fumador
251394,No Fumador
251395,No Fumador
251396,Fumador
251397,No Fumador
251398,No Fumador
251399,Fumador
251400,No Fumador
251401,No Fumador
251402,Fumador
251403,No Fumador
251404,No Fumador
251405,Fumador
251406,Fumador
251407,No Fumador
251408,No Fumador
251409,Fumador
251410,Fumador
251411,No Fumador
251412,Fumador
251413,No Fumador
251414,No Fumador
251415,No Fumador
251416,No Fumador
251417,Fumador
251418,Fumador
251419,No Fumador
251420,Fumador
251421,Fumador
251422,No Fumador
251423,No Fumador
251424,Fumador
251425,No Fumador
251426,Fumador
251427,No Fumador
251428,No Fumador
251429,No Fumador
251430,Fumador
251431,No Fumador
251432,Fumador
251433,No Fumador
251434,Fumador
251435,No Fumador
251436,Fumador
251437,No Fumador
251438,Fumador
251439,No Fumador
251440,No Fumador
251441,No Fumador
251442,No Fumador
251443,Fumador
251444,No Fumador
251445,No Fumador
251446,No Fumador
251447,No Fumador
251448,Fumador
251449,No Fumador
251450,No Fumador
251451,Fumador
251452,No Fumador
251453,No Fumador
251454,No Fumador
251455,Fumador
251456,No Fumador
251457,No Fumador
251458,No Fumador
251459,No Fumador
251460,No Fumador
251461,Fumador
251462,Fumador
251463,No Fumador
251464,No Fumador
251465,No Fumador
251466,No Fumador
251467,Fumador
251468,No Fumador
251469,No Fumador
251470,No Fumador
251471,No Fumador
251472,No Fumador
251473,Fumador
251474,No Fumador
251475,Fumador
251476,No Fumador
251477,No Fumador
251478,Fumador
251479,Fumador
251480,Fumador
251481,No Fumador
251482,Fumador
251483,Fumador
251484,No Fumador
251485,No Fumador
251486,No Fumador
251487,No Fumador
251488,No Fumador
251489,No Fumador
251490,Fumador
251491,No Fumador
251492,Fumador
251493,No Fumador
251494,No Fumador
251495,No Fumador
251496,Fumador
251497,No Fumador
251498,No Fumador
251499,Fumador
251500,No Fumador
251501,Fumador
251502,No Fumador
251503,No Fumador
251504,No Fumador
251505,No Fumador
251506,Fumador
251507,Fumador
251508,Fumador
251509,Fumador
251510,No Fumador
251511,No Fumador
251512,No Fumador
251513,No Fumador
251514,No Fumador
251515,No Fumador
251516,No Fumador
251517,No Fumador
251518,No Fumador
251519,No Fumador
251520,Fumador
251521,No Fumador
251522,No Fumador
251523,No Fumador
251524,No Fumador
251525,No Fumador
251526,No Fumador
251527,No Fumador
251528,No Fumador
251529,Fumador
251530,No Fumador
251531,No Fumador
251532,No Fumador
251533,Fumador
251534,Fumador
251535,Fumador
251536,No Fumador
251537,No Fumador
251538,Fumador
251539,No Fumador
251540,No Fumador
251541,No Fumador
251542,Fumador
251543,Fumador
251544,No Fumador
251545,Fumador
251546,No Fumador
251547,No Fumador
251548,No Fumador
251549,Fumador
251550,Fumador
251551,Fumador
251552,Fumador
251553,No Fumador
251554,No Fumador
251555,Fumador
251556,Fumador
251557,No Fumador
251558,No Fumador
251559,No Fumador
251560,Fumador
251561,No Fumador
251562,No Fumador
251563,No Fumador
251564,Fumador
251565,No Fumador
251566,Fumador
251567,Fumador
251568,No Fumador
251569,Fumador
251570,Fumador
251571,Fumador
251572,No Fumador
251573,No Fumador
251574,Fumador
251575,Fumador
251576,Fumador
251577,No Fumador
251578,No Fumador
251579,No Fumador
251580,No Fumador
251581,No Fumador
251582,No Fumador
251583,No Fumador
251584,Fumador
251585,No Fumador
251586,No Fumador
251587,No Fumador
251588,No Fumador
251589,Fumador
251590,Fumador
251591,No Fumador
251592,No Fumador
251593,Fumador
251594,No Fumador
251595,No Fumador
251596,Fumador
251597,Fumador
251598,Fumador
251599,No Fumador
251600,Fumador
251601,No Fumador
251602,No Fumador
251603,No Fumador
251604,No Fumador
251605,No Fumador
251606,No Fumador
251607,Fumador
251608,No Fumador
251609,No Fumador
251610,No Fumador
251611,No Fumador
251612,Fumador
251613,Fumador
251614,No Fumador
251615,No Fumador
251616,No Fumador
251617,Fumador
251618,No Fumador
251619,No Fumador
251620,No Fumador
251621,Fumador
251622,No Fumador
251623,No Fumador
251624,No Fumador
251625,No Fumador
251626,No Fumador
251627,No Fumador
251628,Fumador
251629,No Fumador
251630,No Fumador
251631,Fumador
251632,No Fumador
251633,No Fumador
251634,Fumador
251635,No Fumador
251636,No Fumador
251637,No Fumador
251638,Fumador
251639,No Fumador
251640,No Fumador
251641,No Fumador
251642,Fumador
251643,No Fumador
251644,No Fumador
251645,Fumador
251646,No Fumador
251647,No Fumador
251648,No Fumador
251649,Fumador
251650,Fumador
251651,Fumador
251652,No Fumador
251653,No Fumador
251654,No Fumador
251655,Fumador
251656,Fumador
251657,Fumador
251658,No Fumador
251659,No Fumador
251660,No Fumador
251661,No Fumador
251662,No Fumador
251663,No Fumador
251664,No Fumador
251665,No Fumador
251666,Fumador
251667,No Fumador
251668,No Fumador
251669,No Fumador
251670,No Fumador
251671,No Fumador
251672,No Fumador
251673,No Fumador
251674,Fumador
251675,Fumador
251676,Fumador
251677,Fumador
251678,No Fumador
251679,No Fumador
251680,No Fumador
251681,Fumador
251682,Fumador
251683,No Fumador
251684,No Fumador
251685,Fumador
251686,No Fumador
251687,No Fumador
251688,Fumador
251689,No Fumador
251690,No Fumador
251691,Fumador
251692,No Fumador
251693,No Fumador
251694,No Fumador
251695,No Fumador
251696,No Fumador
251697,Fumador
251698,Fumador
251699,Fumador
251700,No Fumador
251701,No Fumador
251702,No Fumador
251703,Fumador
251704,No Fumador
251705,Fumador
251706,No Fumador
251707,No Fumador
251708,Fumador
251709,No Fumador
251710,No Fumador
251711,No Fumador
251712,No Fumador
251713,No Fumador
251714,No Fumador
251715,No Fumador
251716,No Fumador
251717,Fumador
251718,No Fumador
251719,No Fumador
251720,No Fumador
251721,No Fumador
251722,Fumador
251723,No Fumador
251724,No Fumador
251725,No Fumador
251726,No Fumador
251727,No Fumador
251728,No Fumador
251729,Fumador
251730,Fumador
251731,No Fumador
251732,No Fumador
251733,No Fumador
251734,No Fumador
251735,No Fumador
251736,Fumador
251737,No Fumador
251738,Fumador
251739,Fumador
251740,Fumador
251741,No Fumador
251742,No Fumador
251743,No Fumador
251744,No Fumador
251745,No Fumador
251746,No Fumador
251747,Fumador
251748,Fumador
251749,Fumador
251750,No Fumador
251751,No Fumador
251752,No Fumador
251753,No Fumador
251754,No Fumador
251755,No Fumador
251756,Fumador
251757,No Fumador
251758,No Fumador
